id	chr	start	end	tss
LHX9	1	197911902	197935478	197911902
LIAS	4	39459004	39485109	39459004
LIF	22	30240453	30246759	30246759
LIFR	5	38474668	38608354	38608354
LIG1	19	48115445	48170603	48170603
LIG3	17	34980512	35009743	34980512
LIG4	13	108207439	108218368	108218368
LILRA1	19	54593582	54602381	54593582
LILRA2	19	54572920	54590287	54572920
LILRA4	19	54333185	54339162	54339162
LILRA5	19	54307070	54313166	54313166
LILRA6	19	54236592	54242791	54242791
LILRB1	19	54617158	54637528	54617158
LILRB2	19	54273821	54281184	54281184
LILRB3	19	54216278	54223506	54223506
LILRB4	19	54643889	54670359	54643889
LILRB5	19	54249421	54257301	54257301
LIM2	19	51379909	51387974	51387974
LIMA1	12	50175788	50283546	50283546
LIMCH1	4	41359607	41700044	41359607
LIMD1	3	45555394	45686341	45555394
LIMD2	17	63695888	63701172	63701172
LIME1	20	63736283	63739103	63736283
LIMK1	7	74082933	74122525	74082933
LIMK2	22	31212239	31280080	31212274
LIMS1	2	108534355	108687246	108534355
LIMS2	2	127638381	127681786	127681786
LIMS3	2	109898428	109924868	109898428
LIMS4	2	110446640	110473075	110473075
LIN28A	1	26410817	26429728	26410817
LIN28B	6	104936616	105083332	104936616
LIN37	19	35748361	35754519	35748567
LIN52	14	74084796	74201235	74084796
LIN54	4	82909973	83012926	83012926
LIN7A	12	80792520	80937925	80937925
LIN7B	19	49114324	49118460	49114324
LIN7C	11	27494418	27506769	27506769
LIN9	1	226231149	226309869	226309869
LINC00514	16	2988256	3002016	2988256
LINC00634	22	41952174	41958933	41952174
LINC00672	17	38925168	38929384	38925168
LINC02203	15	21552795	21653276	21552795
LINC02210-CRHR1	17	45620344	45835826	45620344
LINC02218	5	17444010	17486829	17444010
LINGO1	15	77613027	77820900	77820900
LINGO2	9	27948078	28670286	28670286
LINGO3	19	2289784	2292024	2292024
LINGO4	1	151800264	151805419	151805419
LINS1	15	100559369	100603230	100603230
LIPA	10	89213569	89414557	89414557
LIPC	15	58410569	58569844	58410569
LIPE	19	42401514	42427388	42427388
LIPF	10	88664441	88678814	88664441
LIPG	18	49560699	49599185	49560699
LIPH	3	185506262	185552588	185552588
LIPI	21	14108813	14210891	14210891
LIPJ	10	88586753	88606976	88586762
LIPK	10	88724544	88752756	88724544
LIPM	10	88802730	88820546	88802730
LIPN	10	88759982	88779626	88760020
LIPT1	2	99154955	99163157	99154955
LIPT2	11	74490519	74493724	74493724
LITAF	16	11547722	11636381	11636381
LITAFD	16	8881634	8885351	8881634
LIX1	5	97091867	97142753	97142753
LIX1L	1	145933423	145958017	145958017
LKAAEAR1	20	64083380	64084359	64084359
LLCFC1	7	142939343	142940865	142939343
LLGL1	17	18225635	18244875	18225635
LLGL2	17	75525080	75575209	75525080
LLPH	12	66116555	66130750	66130750
LMAN1	18	59327823	59359265	59359265
LMAN1L	15	74812716	74825757	74812816
LMAN2	5	177331567	177351668	177351668
LMAN2L	2	96705929	96740064	96740064
LMBR1	7	156668946	156893216	156893216
LMBR1L	12	49096551	49110900	49110898
LMBRD1	6	69672757	69867236	69867236
LMBRD2	5	36098407	36151887	36151887
LMCD1	3	8501807	8574668	8501807
LMF1	16	853634	981318	981318
LMF2	22	50502949	50507702	50507702
LMLN	3	197960200	198043720	197960200
LMLN2	14	23099062	23104989	23104989
LMNA	1	156082573	156140089	156082573
LMNB1	5	126776623	126837020	126776623
LMNB2	19	2427638	2456959	2456959
LMNTD1	12	25409307	25648579	25648579
LMNTD2	11	554850	560738	560738
LMO1	11	8224309	8268716	8268716
LMO2	11	33858576	33892076	33892076
LMO3	12	16548372	16610594	16610594
LMO4	1	87328880	87348923	87328880
LMO7	13	75620434	75859870	75620434
LMOD1	1	201896456	201946588	201946588
LMOD2	7	123655866	123664290	123655866
LMOD3	3	69106065	69123032	69123032
LMTK2	7	98106862	98209638	98106862
LMTK3	19	48485271	48513935	48513935
LMX1A	1	165201867	165356715	165356715
LMX1B	9	126613928	126701032	126613928
LNP1	3	100401532	100456319	100401532
LNPEP	5	96935394	97037513	96935394
LNPK	2	175923882	176002839	176002839
LNX1	4	53459301	53701405	53701405
LNX2	13	27545913	27620529	27620529
LONP1	19	5691834	5720572	5720572
LONP2	16	48244300	48363122	48244300
LONRF1	8	12721906	12756073	12756073
LONRF2	2	100271875	100322501	100322501
LONRF3	X	118974614	119018355	118974614
LORICRIN	1	153259687	153262124	153259687
LOX	5	122063195	122078360	122078360
LOXHD1	18	46476972	46657220	46657220
LOXL1	15	73925989	73952137	73925989
LOXL2	8	23296897	23425328	23425328
LOXL3	2	74532258	74555690	74555690
LOXL4	10	98247690	98268194	98268194
LPA	6	160531482	160664275	160664275
LPAR1	9	110873263	111038458	111038458
LPAR2	19	19623655	19628930	19628930
LPAR3	1	84811602	84893206	84893206
LPAR4	X	78747709	78757094	78747709
LPAR5	12	6618835	6635960	6635960
LPAR6	13	48389567	48444704	48444704
LPCAT1	5	1456480	1523962	1523962
LPCAT2	16	55509072	55586666	55509072
LPCAT3	12	6976185	7018477	7018477
LPCAT4	15	34358633	34367196	34367196
LPGAT1	1	211743457	211830763	211830763
LPIN1	2	11677595	11827409	11677595
LPIN2	18	2916994	3013315	3013315
LPIN3	20	41340821	41360582	41340821
LPL	8	19901717	19967259	19901717
LPO	17	58218548	58268518	58218548
LPP	3	188153284	188890671	188153284
LPXN	11	58526871	58578220	58578220
LRAT	4	154626945	154753120	154626945
LRATD1	2	14632700	14650814	14632700
LRATD2	8	126552443	126558478	126558478
LRBA	4	150264435	151015727	151015727
LRCH1	13	46553168	46753040	46553168
LRCH2	X	115110616	115234096	115234096
LRCH3	3	197791226	197888436	197791226
LRCH4	7	100574011	100586129	100586129
LRCOL1	12	132603150	132610582	132610582
LRFN1	19	39306566	39320863	39320863
LRFN2	6	40391591	40587364	40587364
LRFN3	19	35935358	35946624	35935358
LRFN4	11	66856647	66860475	66856647
LRFN5	14	41607570	41904549	41607570
LRG1	19	4536402	4540036	4540036
LRGUK	7	134127299	134264591	134127299
LRIF1	1	110947190	110963965	110963965
LRIG1	3	66378797	66501263	66501263
LRIG2	1	113073198	113132260	113073198
LRIG3	12	58872149	58920504	58920504
LRIT1	10	84231520	84241546	84241546
LRIT2	10	84220571	84225544	84225544
LRIT3	4	109848107	109872315	109848107
LRMDA	10	75431624	76560168	75431624
LRP1	12	57128483	57213361	57128483
LRP10	14	22871740	22881713	22871740
LRP11	6	149818757	149864359	149864359
LRP12	8	104489231	104589024	104589024
LRP1B	2	140231423	142131016	142131016
LRP2	2	169127109	169362534	169362534
LRP2BP	4	185363879	185395899	185395899
LRP3	19	33177603	33208864	33177603
LRP4	11	46856717	46918642	46918642
LRP5	11	68312591	68449275	68312591
LRP5L	22	25351418	25405377	25405377
LRP6	12	12116025	12267044	12267044
LRP8	1	53242364	53328469	53328469
LRPAP1	4	3503612	3532446	3532446
LRPPRC	2	43886224	43995989	43995989
LRR1	14	49598761	49614672	49598761
LRRC1	6	53794497	53924125	53794497
LRRC10	12	69608564	69610907	69610907
LRRC10B	11	61508749	61511018	61508749
LRRC14	8	144517992	144525172	144517992
LRRC14B	5	191495	196334	191495
LRRC15	3	194355249	194369743	194369743
LRRC17	7	102913000	102945111	102913000
LRRC18	10	48909483	48914232	48914232
LRRC19	9	26993136	27005672	27005672
LRRC2	3	46515385	46580099	46580099
LRRC20	10	70298970	70382650	70382650
LRRC23	12	6873569	6914241	6873569
LRRC24	8	144522388	144527033	144527033
LRRC25	19	18391137	18397622	18397622
LRRC26	9	137168758	137170051	137170051
LRRC27	10	132332154	132381508	132332154
LRRC28	15	99251362	99390729	99251362
LRRC29	16	67207139	67227048	67227048
LRRC3	21	44455510	44462196	44455510
LRRC30	18	7231125	7232047	7231125
LRRC31	3	169839172	169869935	169869935
LRRC32	11	76657524	76670747	76670747
LRRC34	3	169793003	169812986	169812986
LRRC36	16	67326798	67385204	67326798
LRRC37A	17	46292733	46337794	46292733
LRRC37A2	17	46511511	46555650	46511511
LRRC37A3	17	64854312	64919480	64919480
LRRC37B	17	32007872	32053504	32007872
LRRC38	1	13474973	13514003	13514003
LRRC39	1	100148448	100178273	100178273
LRRC3B	3	26622806	26717537	26622806
LRRC3C	17	39941474	39944734	39941474
LRRC4	7	128027071	128032107	128032107
LRRC40	1	70144805	70205579	70205579
LRRC41	1	46261196	46303608	46303608
LRRC42	1	53946085	53968168	53946085
LRRC43	12	122167738	122203471	122167738
LRRC45	17	82023305	82031151	82023305
LRRC46	17	47831634	47837719	47831634
LRRC47	1	3778559	3796498	3796498
LRRC49	15	70853239	71053658	70853239
LRRC4B	19	50516892	50568435	50568435
LRRC4C	11	40114203	41459773	41459773
LRRC52	1	165544000	165563957	165544000
LRRC53	1	74469878	74512614	74512614
LRRC55	11	57181747	57191717	57181747
LRRC56	11	537527	554912	537527
LRRC57	15	42537820	42548802	42548802
LRRC58	3	120324509	120349354	120349354
LRRC59	17	50375059	50397523	50397523
LRRC6	8	132570416	132675592	132675592
LRRC61	7	150323263	150338156	150323263
LRRC63	13	46211940	46277366	46211940
LRRC66	4	51993702	52017620	52017620
LRRC69	8	91101832	91219236	91101832
LRRC7	1	69567922	70151945	69567922
LRRC70	5	62578819	62581446	62578819
LRRC71	1	156920632	156933094	156920632
LRRC72	7	16526825	16581568	16526825
LRRC73	6	43506969	43510686	43510686
LRRC74A	14	76826372	76870302	76826372
LRRC74B	22	21045960	21064168	21045987
LRRC75A	17	16441577	16492193	16492193
LRRC75B	22	24585620	24593208	24593208
LRRC8A	9	128882133	128918039	128882133
LRRC8B	1	89524829	89597864	89524829
LRRC8C	1	89633072	89769903	89633072
LRRC8D	1	89821014	89936611	89821014
LRRC8E	19	7888505	7902021	7888505
LRRC9	14	59919713	60063559	59919713
LRRCC1	8	85107215	85146080	85107215
LRRD1	7	92141643	92179531	92179531
LRRFIP1	2	237627587	237813682	237627587
LRRFIP2	3	37052626	37183689	37176532
LRRIQ1	12	85036314	85264457	85036351
LRRIQ3	1	74026015	74198187	74198187
LRRIQ4	3	169821922	169837775	169821922
LRRK1	15	100919327	101078257	100919327
LRRK2	12	40196744	40369285	40196744
LRRN1	3	3799431	3849834	3799431
LRRN2	1	204617170	204685738	204685738
LRRN3	7	111091006	111125454	111091006
LRRN4	20	6040546	6054060	6054060
LRRN4CL	11	62686406	62689530	62689530
LRRTM1	2	80288351	80304752	80304752
LRRTM2	5	138868921	138875368	138875368
LRRTM3	10	66926036	67101551	66926036
LRRTM4	2	76747719	77593319	77593319
LRSAM1	9	127451486	127503501	127451486
LRTM1	3	54918231	54967088	54967088
LRTM2	12	1820267	1836753	1820267
LRTOMT	11	72080337	72096895	72080337
LRWD1	7	102464956	102473168	102464956
LSAMP	3	115802363	117139389	117139389
LSG1	3	194640791	194672463	194672463
LSM1	8	38163335	38176730	38176730
LSM10	1	36391238	36397908	36397908
LSM11	5	157743712	157760709	157743712
LSM12	17	44034328	44067619	44067619
LSM14A	19	34172504	34229515	34172504
LSM14B	20	62122461	62135374	62122461
LSM2	6	31797396	31806966	31806966
LSM3	3	14178817	14201122	14178817
LSM4	19	18306236	18323112	18323112
LSM5	7	32485338	32495283	32495283
LSM6	4	146175703	146200000	146175703
LSM7	19	2321520	2328611	2328611
LSM8	7	118184144	118204035	118184144
LSMEM1	7	112480853	112491062	112480853
LSMEM2	3	50279087	50288114	50279087
LSP1	11	1850904	1892267	1850904
LSR	19	35248330	35267964	35248330
LSS	21	46188141	46228824	46228824
LST1	6	31586124	31588909	31586124
LTA	6	31572054	31574324	31572054
LTA4H	12	96000753	96043520	96043520
LTB	6	31580525	31582522	31582522
LTB4R	14	24311450	24318036	24311450
LTB4R2	14	24305734	24312053	24305734
LTBP1	2	32946953	33399509	32946953
LTBP2	14	74498183	74612378	74612378
LTBP3	11	65538805	65558930	65558930
LTBP4	19	40592883	40629818	40592883
LTBR	12	6375045	6391571	6375045
LTC4S	5	179793980	179796647	179793985
LTF	3	46435645	46485234	46485234
LTK	15	41503637	41513887	41513887
LTN1	21	28928144	28992956	28992956
LTO1	11	69653076	69675416	69675416
LTV1	6	143843338	143863812	143843338
LUC7L	16	188969	229463	229463
LUC7L2	7	139340359	139423457	139340359
LUC7L3	17	50719565	50756219	50719565
LUM	12	91102629	91111494	91111494
LURAP1	1	46203334	46221256	46203334
LURAP1L	9	12775020	12823060	12775020
LUZP1	1	23084023	23177808	23177808
LUZP2	11	24496970	25082638	24496970
LUZP4	X	115289715	115307563	115289715
LVRN	5	115962454	116027619	115962454
LXN	3	158645822	158672648	158672648
LY6D	8	142784882	142786539	142786539
LY6E	8	143017982	143023832	143017982
LY6G5B	6	31670167	31673776	31670167
LY6G5C	6	31676684	31684040	31684040
LY6G6C	6	31718648	31721746	31721746
LY6G6D	6	31715356	31717804	31715356
LY6G6E	6	31711771	31714065	31714065
LY6G6F	6	31706866	31710679	31706866
LY6G6F-LY6G6D	6	31706904	31717918	31706904
LY6H	8	143157914	143160711	143160711
LY6K	8	142700111	142705127	142700111
LY6L	8	143080457	143083001	143080457
LY75	2	159803355	159904756	159904756
LY75-CD302	2	159771851	159904710	159904710
LY86	6	6588108	6654983	6588108
LY9	1	160796074	160828261	160796074
LY96	8	73991392	74029079	73991392
LYAR	4	4267701	4290154	4290154
LYG1	2	99284238	99304742	99304742
LYG2	2	99242246	99255282	99255282
LYL1	19	13099033	13103161	13103161
LYN	8	55879835	56014169	55879835
LYNX1	8	142771197	142777810	142777810
LYNX1-SLURP2	8	142764334	142778224	142778224
LYPD1	2	132643286	132671579	132671579
LYPD2	8	142750150	142752532	142752532
LYPD3	19	43460787	43465608	43465608
LYPD4	19	41837074	41844697	41844697
LYPD5	19	43785874	43827206	43827206
LYPD6	2	149329985	149474138	149329985
LYPD6B	2	149038107	149215262	149038107
LYPD8	1	248739415	248755759	248755759
LYPLA1	8	54046367	54102017	54102017
LYPLA2	1	23791145	23795539	23791145
LYPLAL1	1	219173869	219212865	219173869
LYRM1	16	20899868	20925006	20899868
LYRM2	6	89568144	89638749	89638749
LYRM4	6	5103629	5260950	5260950
LYRM7	5	131170944	131205428	131170944
LYRM9	17	27878314	27894752	27893383
LYSMD1	1	151159748	151165948	151165948
LYSMD2	15	51723011	51751585	51751585
LYSMD3	5	90515611	90529584	90529584
LYSMD4	15	99715697	99733561	99733561
LYST	1	235661041	235883640	235883640
LYVE1	11	10556966	10611689	10611689
LYZ	12	69348381	69354234	69348381
LYZL1	10	29289061	29318328	29289061
LYZL2	10	30611779	30629762	30629762
LYZL4	3	42397083	42410610	42410610
LYZL6	17	35934518	35943713	35943713
LZIC	1	9922113	9943407	9943407
LZTFL1	3	45823316	45916042	45916042
LZTR1	22	20982269	20999032	20982269
LZTS1	8	20246165	20303963	20303963
LZTS2	10	100996618	101007836	100996618
LZTS3	20	3162617	3173592	3173592
M1AP	2	74557883	74648338	74648338
M6PR	12	8940361	8949761	8949761
MAB21L1	13	35473789	35476689	35476689
MAB21L2	4	150582151	150584693	150582151
MAB21L3	1	116111755	116135240	116111755
MAB21L4	2	240886048	240896889	240896889
MACC1	7	20134655	20217404	20217404
MACF1	1	39081316	39487177	39081316
MACIR	5	103258763	103278660	103258763
MACO1	1	25430858	25500209	25430858
MACROD1	11	63998558	64166113	64166113
MACROD2	20	13995369	16053197	13995369
MACROH2A1	5	135333900	135399914	135399914
MACROH2A2	10	70052846	70112282	70052846
MAD1L1	7	1815793	2233243	2233243
MAD2L1	4	120055623	120066858	120066858
MAD2L1BP	6	43629540	43640941	43629540
MAD2L2	1	11674480	11691650	11691650
MADCAM1	19	489176	505343	489176
MADD	11	47269161	47330031	47269161
MAEA	4	1289887	1340147	1289887
MAEL	1	166975582	167022214	166975582
MAF	16	79585843	79600737	79600737
MAF1	8	144104461	144107611	144104461
MAFA	8	143419182	143430732	143430732
MAFB	20	40685848	40689236	40689236
MAFF	22	38200767	38216507	38201932
MAFG	17	81918270	81927735	81927735
MAFK	7	1530702	1543043	1530702
MAG	19	35292125	35313807	35292125
MAGEA1	X	153179284	153183880	153179284
MAGEA10	X	152133310	152138578	152138578
MAGEA11	X	149688228	149717268	149688228
MAGEA12	X	152733757	152737669	152733757
MAGEA2	X	152749863	152753884	152753884
MAGEA2B	X	152714586	152718607	152714586
MAGEA3	X	152698767	152702347	152698767
MAGEA4	X	151912509	151925170	151912509
MAGEA6	X	152766136	152769747	152769747
MAGEA8	X	149881141	149885835	149881141
MAGEA9	X	149781930	149787737	149781930
MAGEA9B	X	149581653	149587453	149587453
MAGEB1	X	30243730	30252040	30243730
MAGEB10	X	27807990	27823014	27807990
MAGEB16	X	35798342	35803735	35798342
MAGEB17	X	16167481	16171464	16167481
MAGEB18	X	26138343	26140736	26138343
MAGEB2	X	30215563	30220089	30215563
MAGEB3	X	30230436	30237492	30230436
MAGEB4	X	30242000	30244187	30242000
MAGEB5	X	26216169	26218270	26216169
MAGEB6	X	26192440	26195646	26192440
MAGEB6B	X	26160601	26161824	26160601
MAGEC1	X	141903894	141909374	141903894
MAGEC2	X	142202342	142205290	142205290
MAGEC3	X	141838316	141897832	141838316
MAGED1	X	51803007	51902354	51803007
MAGED2	X	54807599	54816015	54807599
MAGED4	X	52184823	52192268	52184823
MAGED4B	X	52061827	52069248	52069248
MAGEE1	X	76427710	76431342	76427710
MAGEE2	X	75782987	75785254	75785254
MAGEF1	3	184710364	184712064	184712064
MAGEH1	X	55452127	55453566	55452127
MAGEL2	15	23643549	23647867	23647867
MAGI1	3	65353525	66038834	66038550
MAGI2	7	78017055	79453667	79453667
MAGI3	1	113390515	113685923	113390515
MAGIX	X	49162564	49168483	49162564
MAGOH	1	53226900	53238518	53238518
MAGOHB	12	10604193	10613609	10613609
MAGT1	X	77825747	77895593	77895593
MAIP1	2	199955317	200008540	199955317
MAJIN	11	64937517	64972108	64972108
MAK	6	10762723	10838553	10838553
MAK16	8	33485182	33501262	33485182
MAL	2	95025677	95053992	95025677
MAL2	8	119165034	119245673	119165034
MALL	2	110083870	110116022	110116022
MALRD1	10	19048801	19790401	19048801
MALSU1	7	23298739	23311729	23298739
MALT1	18	58671465	58754477	58671465
MAMDC2	9	70043848	70226972	70043848
MAMDC4	9	136850943	136860799	136850943
MAML1	5	179732822	179777283	179732822
MAML2	11	95976598	96343195	96343195
MAML3	4	139716753	140154184	140154184
MAMLD1	X	150361422	150514178	150361422
MAMSTR	19	48712725	48719725	48719725
MAN1A1	6	119177205	119349761	119349761
MAN1A2	1	117367449	117528872	117367449
MAN1B1	9	137086985	137109183	137086985
MAN1C1	1	25617468	25786207	25617468
MAN2A1	5	109689366	109869625	109689366
MAN2A2	15	90902218	90922584	90902218
MAN2B1	19	12646511	12666742	12666742
MAN2B2	4	6575189	6623362	6575189
MAN2C1	15	75355207	75368612	75368612
MANBA	4	102630770	102760994	102760992
MANBAL	20	37289638	37317260	37289638
MANEA	6	95577535	95609452	95577535
MANEAL	1	37793802	37801137	37793802
MANF	3	51385291	51389397	51385291
MANSC1	12	12326056	12350242	12350242
MANSC4	12	27762427	27780236	27780236
MAOA	X	43654907	43746824	43654907
MAOB	X	43766610	43882450	43882450
MAP10	1	232804892	232808407	232804892
MAP11	7	100154420	100158723	100158723
MAP1A	15	43510958	43531620	43510958
MAP1B	5	72107234	72209565	72107234
MAP1LC3A	20	34546854	34560345	34546854
MAP1LC3B	16	87383953	87404779	87383953
MAP1LC3B2	12	116548105	116576606	116548105
MAP1LC3C	1	241995490	241999098	241999098
MAP1S	19	17719242	17734513	17719242
MAP2	2	209424058	209734118	209424058
MAP2K1	15	66386837	66491544	66386912
MAP2K2	19	4090321	4124122	4124122
MAP2K3	17	21284672	21315232	21284672
MAP2K4	17	12020829	12143830	12020829
MAP2K5	15	67542703	67807117	67542703
MAP2K6	17	69414697	69553865	69414697
MAP2K7	19	7903843	7914478	7903843
MAP3K1	5	56815549	56896152	56815549
MAP3K10	19	40191426	40215575	40191426
MAP3K11	11	65597756	65615382	65614249
MAP3K12	12	53479669	53500063	53500063
MAP3K13	3	185282941	185489094	185282941
MAP3K14	17	45263119	45317029	45317029
MAP3K15	X	19360056	19515261	19515261
MAP3K19	2	134964485	135047468	135047458
MAP3K2	2	127298730	127388465	127388465
MAP3K20	2	173075435	173268015	173075435
MAP3K21	1	233327724	233385148	233327724
MAP3K3	17	63622415	63696305	63622415
MAP3K4	6	160991727	161117385	160991727
MAP3K5	6	136557046	136792477	136792477
MAP3K6	1	27354067	27366961	27366961
MAP3K7	6	90513573	90587072	90587072
MAP3K7CL	21	29077471	29175889	29077471
MAP3K8	10	30434021	30461833	30434021
MAP3K9	14	70722526	70809534	70809534
MAP4	3	47850690	48089272	48089272
MAP4K1	19	38587641	38618882	38618882
MAP4K2	11	64784918	64803241	64803241
MAP4K3	2	39249266	39437301	39437301
MAP4K4	2	101696850	101894689	101696850
MAP4K5	14	50418501	50561126	50561126
MAP6	11	75586918	75669120	75669120
MAP6D1	3	183815922	183825594	183825594
MAP7	6	136342281	136550819	136550819
MAP7D1	1	36155579	36180849	36155579
MAP7D2	X	20006713	20116907	20116907
MAP7D3	X	136213220	136256482	136256482
MAP9	4	155342658	155376970	155376970
MAPK1	22	21759657	21867680	21867680
MAPK10	4	85990007	86594625	86594625
MAPK11	22	50263713	50270767	50270767
MAPK12	22	50245450	50261716	50261716
MAPK13	6	36127809	36144524	36127809
MAPK14	6	36027677	36111236	36027677
MAPK15	8	143716340	143722458	143716349
MAPK1IP1L	14	55051647	55070194	55051647
MAPK3	16	30114105	30123506	30123506
MAPK4	18	50560087	50731826	50560087
MAPK6	15	51952106	52067375	51952106
MAPK7	17	19377721	19383544	19377721
MAPK8	10	48306639	48439360	48306639
MAPK8IP1	11	45885651	45906465	45885651
MAPK8IP2	22	50600793	50613981	50600793
MAPK8IP3	16	1706183	1770351	1706183
MAPK9	5	180233143	180292099	180292099
MAPKAP1	9	125437393	125707234	125707234
MAPKAPK2	1	206684905	206734281	206684905
MAPKAPK3	3	50611520	50649291	50611520
MAPKAPK5	12	111842228	111902222	111842228
MAPKBP1	15	41774434	41827855	41774434
MAPRE1	20	32819954	32850405	32819954
MAPRE2	18	34976928	35143470	34976928
MAPRE3	2	26970637	27027219	26970637
MAPT	17	45894551	46028334	45894551
MARCHF1	4	163524298	164384050	164384050
MARCHF10	17	62701314	62808344	62808344
MARCHF11	5	16067139	16180762	16180762
MARCHF2	19	8413270	8439017	8413270
MARCHF3	5	126867714	127030558	127030558
MARCHF4	2	216257865	216372483	216372483
MARCHF5	10	92291167	92353964	92291167
MARCHF6	5	10353695	10440388	10353695
MARCHF7	2	159712457	159771027	159712457
MARCHF8	10	45454585	45594906	45594906
MARCHF9	12	57755103	57760411	57755103
MARCKS	6	113857345	113863475	113857345
MARCKSL1	1	32333839	32336233	32336233
MARCO	2	118942166	118994660	118942166
MARCOL	5	148221650	148243580	148221650
MARF1	16	15594387	15643154	15643154
MARK1	1	220528136	220664461	220528136
MARK2	11	63838928	63911019	63838928
MARK3	14	103385392	103503831	103385392
MARK4	19	45079288	45305284	45079288
MARS1	12	57475445	57517569	57475445
MARS2	2	197705369	197708395	197705369
MARVELD1	10	97713173	97718150	97713173
MARVELD2	5	69415065	69444330	69415065
MARVELD3	16	71626161	71642114	71626161
MAS1	6	159890988	159917447	159890988
MAS1L	6	29486697	29487956	29487956
MASP1	3	187217285	187292022	187292022
MASP2	1	11026523	11047239	11047239
MAST1	19	12833951	12874952	12833951
MAST2	1	45786987	46036122	45786987
MAST3	19	18097793	18151692	18097793
MAST4	5	66596361	67169595	66596361
MASTL	10	27154824	27187953	27154824
MAT1A	10	80271820	80289658	80289658
MAT2A	2	85539168	85545281	85539168
MAT2B	5	163503114	163519354	163503114
MATK	19	3777970	3802129	3802129
MATN1	1	30711277	30723585	30723585
MATN2	8	97868840	98036724	97868840
MATN3	2	19992052	20012668	20012668
MATN4	20	45293445	45308529	45308529
MATR3	5	139293674	139331677	139293674
MAU2	19	19320829	19358754	19320829
MAVS	20	3846799	3876123	3846799
MAX	14	65006174	65102695	65102695
MAZ	16	29806106	29811164	29806106
MB	22	35606764	35637951	35637951
MB21D2	3	192796815	192917856	192917856
MBD1	18	50266882	50281774	50281774
MBD2	18	54151606	54224669	54224669
MBD3	19	1573596	1592865	1592865
MBD3L1	19	8832398	8843340	8832398
MBD3L2	19	7049321	7051735	7049321
MBD3L2B	19	7018969	7021450	7021450
MBD3L3	19	7056209	7058640	7058640
MBD3L4	19	7037748	7040179	7040179
MBD3L5	19	7030578	7033011	7030578
MBD4	3	129430944	129440179	129440179
MBD5	2	148021011	148516971	148021011
MBD6	12	57520710	57530148	57520710
MBIP	14	36298564	36320637	36320637
MBL2	10	52765380	52772784	52772784
MBLAC1	7	100126785	100128495	100126785
MBLAC2	5	90458209	90474771	90474771
MBNL1	3	152243828	152465780	152243828
MBNL2	13	97221434	97394120	97221434
MBNL3	X	132369317	132489968	132489968
MBOAT1	6	20099684	20212469	20212469
MBOAT2	2	8852690	9003709	9003709
MBOAT4	8	30131671	30144665	30144665
MBOAT7	19	54173412	54189882	54189882
MBP	18	76978827	77133683	77133683
MBTD1	17	51177425	51260163	51260049
MBTPS1	16	84053761	84116942	84116942
MBTPS2	X	21839617	21885423	21839617
MC1R	16	89912119	89920973	89913418
MC2R	18	13882044	13915707	13915707
MC3R	20	56248732	56249815	56248732
MC4R	18	60371062	60372775	60372775
MC5R	18	13824149	13827323	13824149
MCAM	11	119308529	119321521	119321521
MCAT	22	43132209	43143398	43143398
MCC	5	113022099	113488823	113488823
MCCC1	3	183015218	183116075	183116075
MCCC2	5	71587288	71658706	71587288
MCCD1	6	31528962	31530232	31528962
MCEE	2	71109684	71130239	71130239
MCEMP1	19	7676628	7679826	7676628
MCF2	X	139581770	139708227	139708227
MCF2L	13	112894378	113099742	112894378
MCF2L2	3	183178043	183428778	183428778
MCFD2	2	46901870	46941855	46941855
MCHR1	22	40678750	40682814	40678750
MCHR2	6	99918519	99994247	99994247
MCIDAS	5	55219564	55227315	55227315
MCL1	1	150574551	150579738	150579738
MCM10	10	13161554	13211104	13161554
MCM2	3	127598410	127622436	127598410
MCM3	6	52264014	52284881	52284881
MCM3AP	21	46235133	46286297	46286297
MCM4	8	47960185	47978160	47960185
MCM5	22	35400134	35425431	35400134
MCM6	2	135839626	135876443	135876443
MCM7	7	100092728	100101940	100101940
MCM8	20	5950652	5998977	5950652
MCM9	6	118813442	118935162	118935162
MCMBP	10	119829404	119892556	119892556
MCMDC2	8	66870749	66922048	66870749
MCOLN1	19	7522624	7534009	7522624
MCOLN2	1	84925583	84997113	84997113
MCOLN3	1	85018082	85048500	85048500
MCPH1	8	6406596	6648508	6406596
MCRIP1	17	81822361	81833302	81833302
MCRIP2	16	636817	648474	636817
MCRS1	12	49556544	49568145	49568145
MCTP1	5	94703741	95284575	95284575
MCTP2	15	94231538	94483952	94231538
MCTS1	X	120594010	120621159	120594010
MCTS2P	20	31547412	31548081	31547412
MCU	10	72692131	72887694	72692131
MCUB	4	109560209	109688719	109560212
MCUR1	6	13786557	13814568	13814568
MDC1	6	30699807	30717447	30717447
MDFI	6	41636882	41654246	41636882
MDFIC	7	114922359	115019202	114922359
MDFIC2	3	70194479	70312638	70312638
MDGA1	6	37630679	37699306	37699306
MDGA2	14	46839629	47675605	47675605
MDH1	2	63588609	63607197	63588609
MDH1B	2	206737763	206765328	206765328
MDH2	7	76048051	76067508	76048051
MDK	11	46380756	46383837	46380756
MDM1	12	68272443	68332381	68332381
MDM2	12	68808177	68850686	68808177
MDM4	1	204516379	204558120	204516379
MDN1	6	89642498	89819794	89819794
MDP1	14	24213943	24216070	24216066
ME1	6	83210402	83431051	83431051
ME2	18	50879080	50954257	50879080
ME3	11	86441108	86672636	86672636
